id,Timestamp,Original statement,Actor,Restated,Date of publication,Source URL,Source name,Source type,Year,X,Y,Issue,filter,Opinion
1280,1/13/2025 11:44:59,"Energi Øen skal lægges i graven, i sin nuværende form.
-Ringe aftale for bornholmerne i fht bornholmernes strøm.
-Økonomien er der heller ikke styr på.
-Det er vanvittigt at lægge den slags her, hvor folk kommer til, for at se natur.
De tre argumenter er mere end rigeligt til at beslutte at det er en dårlig idé.
Se at få åbnet Tysklands atomværker og forøg dermed udbuddet af strøm på markedet og sænk derved prisen.
Det er ikke gennemtænkt hvis vi skal leve med konsekvenserne af byggeriet, uden at få gavn at strømmen. Og samtidig se strømmen forsvinde til det tyske marked.
Når de så rigeligt kan producere deres egen strøm på deres lukkede anlæg.",Facebook user,"the energy island should be buried in its current form.

    a poor deal for the bornholmers in terms of their own electricity.
    the economy is also not under control.
    it’s madness to place something like this where people come to enjoy nature.

these three arguments are more than enough to decide that it’s a bad idea.
look into reopening germany’s nuclear plants to increase the supply of electricity on the market and thus lower the price.
it’s not well thought out if we are to live with the consequences of the construction without benefiting from the electricity, while simultaneously seeing the electricity disappear to the german market.
when they are more than capable of producing their own electricity with their closed facilities.",12/12/2024,https://www.facebook.com/ReneMiniDanielsson/photos/tillykke-til-tartelet-kongen-men-hvad-skete-der-lige-dern%C3%A5r-tr%C3%B8st-nu-ikke-vil-ge/1150819283649588/?_rdr,Facebook,Social media,2024,-2902.236328,-1116.2677,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
1282,1/13/2025 11:46:58,"Ja hvis vi ikke får billigere priser så drop energi ø , har været for men er ved at være pist over de priser vi har og kan se frem til, og hvis det ikke er os der har gav af det , så drop det",Facebook user,"yes, if we don’t get cheaper prices, then drop the energy island. i’ve been supportive, but i’m getting fed up with the prices we have and what we can expect in the future. and if it’s not us who benefit from it, then drop it.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,645.519531,-1341.273926,Who benefits socially and economically from energy islands? Is it fair?,True,Negative
1283,1/13/2025 11:48:08,"Et af de argumenter vi ofte hører og som også er nævnt her i artiklen er, at energiøen vil betyde lavere el-priser. Ifølge energinet vil det IKKE betyde lavere el-priser på Bornholm. Derimod har energiministeren lovet lavere el-priser for 13 milliarder kroner til Sjællænderne, som i forvejen har langt lavere elpriser end Bornholm.",Facebook user,"one of the arguments frequently mentioned, including in this article, is that the energy island will result in lower electricity prices. however, according to energinet, the energy island will not lead to lower electricity prices on bornholm. instead, the minister of energy has promised electricity price reductions worth 13 billion dkk for residents of zealand, who already pay significantly lower electricity prices compared to bornholm.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3016.835938,-1171.460205,Who benefits socially and economically from energy islands? Is it fair?,True,neither
1284,1/13/2025 11:49:14,ja hvis ikke vi får billigere strøm udaf det.. så bør det ikke bygges her.,Facebook user,"if we don't get cheaper electricity out of it, then it shouldn't be built here.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,1029.664673,1681.957397,Are there more cost-effective ways to reach the emissions targets?,True,Negative
1285,1/13/2025 11:49:29,"Med all PFAS, Bisfenol A, mikroplaster, Växellådsoljor, Hydrauloljor och försämrade vattenrörelser som gör att Östersjöns döda bottnar ökar ! Detta är ett stolleprojekt som vi kallar det på andra sidan av sjön !Bygg kärnkraft det är mycket billigare !",Facebook user,"with all the pfas, bisphenol a, microplastics, gearbox oils, hydraulic oils, and the worsening water movements that are increasing the dead zones in the baltic sea, this is a ludicrous project, as we call it on the other side of the sea! build nuclear power instead—it is much cheaper!",9/30/2024,https://www.facebook.com/story.php/?story_fbid=1078981227563873&id=100063560171551&_rdr,Facebook,Social media,2024,-352.882385,853.339844,Is nuclear power an alternative to energy islands?,True,negative
1286,1/13/2025 11:50:53,Der kommer ikke billigere strøm til Bornholm fra energiøen. Lige nu ser vi ind i en ekstraregning til Trefor og dermed forbrugerne på omkring 200 millioner kroner for sammenkobling af energiøen og det bornholmske elnet. Oven i Danmarksrekorden i elpriser her på øen.,Facebook user,"there will be no cheaper electricity for bornholm from the energy island. right now, we’re facing an additional bill for trefor, and thus consumers, of around 200 million kroner for the connection between the energy island and the bornholm power grid. this is on top of the record-high electricity prices here on the island.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-2999.181885,-1156.51709,Who benefits socially and economically from energy islands? Is it fair?,True,negative
1287,1/13/2025 11:52:23,"Hvis Energiøen alligevel kommer og bliver tilkoblet det bornholmske net, skal vi som nævnt før glæde os over den øgede forsyningssikkerhed.
Der er ikke mange bornholmere der forsat ønsker “sort lys” i 6-8 timer når søkablet havarerer.",Facebook user,"if the energy island does come and gets connected to the bornholm power grid, as mentioned before, we should be pleased about the increased supply security. there aren’t many bornholmers who still want ""blackouts"" for 6-8 hours when the submarine cable fails.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3063.727539,-1160.08606,Energy security: will we have a stable energy supply?,True,Positive
1289,1/13/2025 11:53:41,"Nu har Bornholm ikke højere elpriser end Sjælænderne, men det er transporten af strømmen der er dyrere på Bornholm, og det ændre en energiø ikke på👍",Facebook user,"right now, bornholm doesn’t have higher electricity prices than zealand, but it’s the transportation of electricity that is more expensive on bornholm, and an energy island won’t change that.",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3012.267578,-1158.566895,Who benefits socially and economically from energy islands? Is it fair?,True,neither
1290,1/13/2025 11:55:13,"Hvis nu kommunal politikerne på øen, havde hår på brystet, så havde de slået i bordet, og fået en aftale der KOM! Bornholmerne tilgode. Det her ender ligesom fiskeriet",Facebook user,"if the local politicians on the island had some backbone, they would have slammed their fists on the table and secured an agreement that benefits the bornholmers. this is going to end up just like the fishing industry problem",12/5/2024,https://www.facebook.com/groups/3387083998202587/posts/3885023105075338/,Facebook,Social media,2024,-3282.145752,-1193.292236,Negative consequences for the local community,True,negative
1294,1/13/2025 12:05:04,"En energi-ø? Skal naturen smadres og industrialiseres for klimaet? Biodiversitetskrisen er også en krise i Danmark og modsat klimakrisen, så er det her og nu at arterne uddør.
Det er godt at se at udvisnigsøen droppes, men det andet....",Facebook user,"an energy island? should nature be destroyed and industrialized for the sake of the climate? the biodiversity crisis is also a crisis in denmark, and unlike the climate crisis, species are going extinct here and now. it is good to see that the deportation island is being abandoned, but the energy island is another matter entirely...",7/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,245.866943,385.200928,Marine life and evironmental impact of constructing energy islands,True,negative
1296,1/13/2025 12:08:07,Klaphat. Brug da hovedet. Hvor skal pengene komme fra. Typisk i bruger bare penge på en masse bavl istedet for at bruge dem på vores .ældre .sygehuse. og de svage i vores samfund. Nej og atter nej det er for vanvittig,Facebook user,"fool. use your head. where is the money supposed to come from? typical—wasting money on a bunch of nonsense instead of spending it on our elderly, hospitals, and the vulnerable in our society. no, and again no, this is utterly insane.",7/27/2019,https://facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,-777.981873,1437.881958,How to finance the energy islands?,True,negative
1298,1/13/2025 12:13:51,"Nu sker der noget. Ja, det koster penge. Men hvad vil det ikke koste, hvis vi fortsat nøler. Vi skal fri at de fossile diktaturstater i Rusland og Mellemøsten og vi skal arbejde hen imod europæisk bæredygtig selvforsyning. Dansk forskning og industri kan gøre en global forskel. Tør vi? Selvfølgelig. Kommer der vanskeligheder? Selvfølgelig. Men nu er målet og opgaven defineret. Vi skal fremad mod et bæredygtigt fællesskab.",Facebook user,"now things are happening. yes, it costs money. but what will it cost if we continue to hesitate? we need to free ourselves from the fossil fuel dictatorships in russia and the middle east and work toward european sustainable self-sufficiency. danish research and industry can make a global difference. do we dare? of course. will there be challenges? of course. but now the goal and the task are defined. we must move forward toward a sustainable community.",7/26/2019,https://www.facebook.com/groups/klimarealisme.dk/posts/1759445747937610/?_rdr,Facebook,Social media,2019,88.157173,1341.55542,Geopolitics and energy independence: can we avoid relying on others for our energy supply?,True,Positive
1299,1/13/2025 12:44:21,Havvindmøller skal ud på havet og ikke placeres tæt på land. Husk der bor mennesker her i området omkring Lindholm.,Facebook user,"offshore wind turbines should be placed out at sea, not close to land. remember, there are people living here in the area around lindholm.",6/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,2137.424805,740.536621,Negative consequences for the local community,True,Neither
1300,1/13/2025 12:45:35,"En energi-ø? Skal naturen smadres og industrialiseres for klimaet? Biodiversitetskrisen er også en krise i Danmark og modsat klimakrisen, så er det her og nu at arterne uddør.",Facebook user,"an energy island? should nature be destroyed and industrialized for the climate? the biodiversity crisis is also a crisis in denmark, and unlike the climate crisis, it’s happening here and now as species go extinct.",6/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,249.955933,396.473297,Marine life and evironmental impact of constructing energy islands,True,negative
1301,1/13/2025 12:47:11,"Biodiversitetskrisen bliver kun endnu større, hvis vi ikke får stoppet klimaforandringerne.
Selvfølgelig gælder de sædvanlige regler om at infrastruktur-projekter skal undersøges for natur-påvirkning.",Other,"the biodiversity crisis will only get worse if we don’t stop climate change. of course, the usual rules apply that infrastructure projects must be examined for their impact on nature.",6/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,567.384338,2277.199707,Marine life and evironmental impact of constructing energy islands,True,neither
1303,1/13/2025 12:50:31,"Nu sker der noget. Ja, det koster penge. Men hvad vil det ikke koste, hvis vi fortsat nøler. Vi skal fri at de fossile diktaturstater i Rusland og Mellemøsten og vi skal arbejde hen imod europæisk bæredygtig selvforsyning. Dansk forskning og industri kan gøre en global forskel. Tør vi? Selvfølgelig. Kommer der vanskeligheder? Selvfølgelig. Men nu er målet og opgaven defineret. Vi skal fremad mod et bæredygtigt fællesskab.",Facebook user,"finally something is happening. yes, it costs money. but what will it cost if we continue to hesitate? we need to free ourselves from the fossil dictatorships in russia and the middle east, and we must work towards european sustainable self-sufficiency. danish research and industry can make a global difference. do we dare? of course. will there be difficulties? of course. but now the goal and the task are defined. we must move forward towards a sustainable community.",6/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,84.888191,1330.755859,Geopolitics and energy independence: can we avoid relying on others for our energy supply?,True,positive
1304,1/13/2025 12:54:34,"Bummelum hvor er du dum. Ved du overhoved hvor meget det forurener at konstruere en vindmølle? Det er ren symbolpolitik som altid Morten. Den dag du sætter danskerne på den højeste prioritet, er den dag hvor Mette Frederiksen holder hvad hun lover. Og få så lige læst lidt på, hvor mange resurse og for meget co2 du udleder ved at bygge en vindmølle.
Det kan godt være at de giver god energi, men at fremstille dem er fandme miljøsksdeligt!",Facebook user,"i really don't think people understand how much pollution is involved in constructing a wind turbine. it's pure symbolic politics, as always. the day we prioritize the danish people above all else will be the day mette frederiksen actually keeps her promises. people need to look into how many resources are used and how much co2 is emitted during the production of a wind turbine. sure, they provide good energy, but the process of making them is extremely harmful to the environment!",7/9/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,900.18158,1149.852539,Marine life and evironmental impact of constructing energy islands,True,Negative
1305,1/13/2025 12:55:37,"Er det så mig som kontanthjælpsmodtager der skal optjene mine 225 timer (gerne MANGE flere) på det projekt?
Eller bliver det nogle stakkels polakker på lorteløn som skal bygge?
Metro, Metro....",Facebook user,"will i, as a welfare recipient, be expected to fulfill my 225-hour work requirement (and likely many more hours) on this energy island project? or will it instead be exploited polish workers on terrible wages who are brought in to build it? this reminds me of the metro project.",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,-2114.405518,-1232.687378,Who benefits socially and economically from energy islands? Is it fair?,True,Neither
1306,1/13/2025 12:55:59,"der er ingen rød tråd i Danmarks energipolitik. Foreslag og løsninger stritter i alle mulige retninger, uden finansiel dækning. Forbrugeren kommer til at betale dyrt for energi fremover.",Facebook user,there is no coherent strategy in denmark's energy policy. the proposals and solutions are heading in all possible directions without any financial backing. consumers will end up paying a high price for energy in the future.,12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,370.8927,937.012756,How to finance the energy islands?,True,Neither
1307,1/13/2025 12:57:05,"En energi-ø? Skal naturen smadres og industrialiseres for klimaet? Biodiversitetskrisen er også en krise i Danmark og modsat klimakrisen, så er det her og nu at arterne uddør.",Facebook user,"an energy island? should nature be destroyed and industrialized in the name of the climate? denmark is also facing a biodiversity crisis, which is an urgent issue. unlike the climate crisis, species extinction is happening here and now.",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,238.814178,394.62204,Marine life and evironmental impact of constructing energy islands,True,negative
1308,1/13/2025 13:05:02,"det er være first mover på et område giver en kæmpe fordel ift. At kunne sælge teknologien osv senere hen, så det er en ganske fornuftig investering selvom det ikke nødvendigvis redder verden. Bare se hvad vi har tjent på vindmølleeventyr fordi vi var tidligt ude.",Facebook user,"being a first mover in a field provides a significant advantage in terms of selling the technology later. the danish energy island projects are a sensible investment, even if they may not singlehandedly save the world. denmark's success with wind turbines, where early action led to substantial profits, is proof of the benefits of being ahead in innovation.",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,821.144897,624.434937,Are energy islands a good investment for innovation and economic growth?,True,positive
1309,1/13/2025 13:05:25,"Energi Ø’er var et middel til at Dan Jørgensen politisk kunne profileres på EU niveau og få den nuværende post som kommissær.
Han skrev selv under på aftalerne om etablering af Energi ø’erne, da vores daværende erhvervsminister (tilfældigvis) var sygemeldt i præcis den periode hvor denne gigantiske aftale skulle laves.
Nu har han fået jobbet, så det er på tide at aflyse det fuldstændig håbløse projekt, da det har opfyldt sit formål.
Det er nok noget af det dyreste valgkamp den danske befolkning har været med til at betale.
Typisk at bruge offentlige penge til at skaffe personlige politiske succeser.",Facebook user,"the energy islands were a tool for dan jørgensen to politically profile himself at the eu level and secure his current position as commissioner. dan jørgensen personally signed the agreements for the establishment of the energy islands, conveniently during a period when our then minister of business was on sick leave, precisely when this massive agreement was being made. now that he has secured the job, it is time to cancel this completely hopeless project, as it has already served its purpose. this is likely one of the most expensive election campaigns the danish population has ever paid for. it is typical to use public funds to achieve personal political successes.",1/1/2025,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2025,-11.127412,-89.004135,Who benefits socially and economically from energy islands? Is it fair?,True,negative
1310,1/13/2025 13:07:30,"En spændende tanke, der skal blive til virkelighed inden for en årrække.
Det må da skabe optimisme og ikke mindst arbejdspladser til kommunen.",Facebook user,"an exciting idea that will become a reality within a few years. it must surely create optimism and, most importantly, jobs for the municipality.",2/14/2021,https://www.facebook.com/photo.php?fbid=2921152341459884&id=1396986243876509&set=a.1409600712615062,Facebook,Social media,2021,-2639.695312,461.63739,Who benefits socially and economically from energy islands? Is it fair?,True,Positive
1311,1/13/2025 13:09:41,"Hvad hjælper det at Danmark begrænser CO2'en for så at sælge kvoterne til udlandet. Det ændrer ikke noget som helst, ud over at danskerne betaler regningen. Der findes en løsning, som kan begrænse CO2 på nogle områder med 99%.",Facebook user,"reducing denmark's co2 emissions is pointless if denmark sells the emission allowances to other countries. this practice does nothing to solve the problem and only leaves danish citizens to bear the financial burden. there is, however, a solution that can reduce co2 emissions in certain areas by 99%.",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,237.18634,1208.867798,Are there more cost-effective ways to reach the emissions targets?,True,Neither
1312,1/13/2025 13:10:19,"Hvorfor ikke bygge et kernekraftværk på øen. Vi får seriøst brugt for en stabil energiforsyningen med jeres ambitiøse mål, og i er jo udemærket godt klar over at de ikke kan løses med vind og sol",Facebook user,"why not build a nuclear power plant on the island? we seriously need a stable energy supply to meet your ambitious goals, and you are well aware that these goals cannot be achieved with wind and solar alone.",6/26/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%C3%A5-at-vi-har-f%C3%A5et-sat-en-ny-retning-vi-dropper-udvisnings-%C3%B8en-lin/2850830624946334/,Facebook,Social media,2019,1606.540649,-905.440735,Is nuclear power an alternative to energy islands?,True,negative
1313,1/13/2025 13:11:17,"Hvem skal bygge det.
Nå ja det skal de nedslidte arbejder der ikke kan komme på tidlig pension, som jer. Hvornår er det i går af.",Facebook user,"who will build it? oh right, it will be the worn-out workers who can't retire early, like you. when will that happen?",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,401.317261,2264.929199,Who benefits socially and economically from energy islands? Is it fair?,True,negative
1314,1/13/2025 13:13:03,"Hørte forleden de tre planlagte vindmølleparker får samlet kapacitet på 2,4 MW..... Vi skal bruge 2,8 MW hvis al transport blev elektrificeret i morgen... Den samlede kapacitet i Nordsøen er 80.000 MW!! 
Så endelig kom igang! Stop ikke ved 10 GW!! Der skal meget mere op! Grøn strøm kan blive Danmarks nye eksportvare, som andre lande der ikke er kommet igang med implementering af Paris-aftalen vil stå i kø for at købe!",Facebook user,"i recently heard that the three planned wind farms will have a total capacity of 2.4 mw. however, we would need 2.8 mw if all transport were to be electrified tomorrow. the total capacity in the north sea is 80,000 mw! so, let's get started and not stop at 10 gw! much more capacity needs to be built. green electricity could become denmark's new export commodity, and countries that haven't yet implemented the paris agreement will be eager to purchase it!",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,956.995483,855.72937,Energy security: will we have a stable energy supply?,True,Positive
1315,1/13/2025 13:13:52,Det ligner mere og mere svindel og humbug med de energiøer.,Facebook user,the energy islands are increasingly starting to look like fraud and deceit.,12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,1380.467651,-1511.387939,None,True,Negative
1316,1/13/2025 13:15:07,"Ja… som med en masse andre offentlige projekter, så mangler der en ansvarlig voksen…
Her mangler en, der tør sige “stop”! Hvis vedkommende gør det, vil kollegaerne, som igangsatte projektet, fremstå som inkompetente - og måske tabe ansigt? - Så hellere spilde milliarder af skattekroner… IGEN!
AMANDA IT, IC4-tog… er andre eksempler, hvor man ikke har turde sige: Nu er det stop!",Facebook user,"as with many other public projects, there is a lack of a responsible adult in charge. there is no one willing to say ""stop!"" if someone did, the colleagues who initiated the project would be seen as incompetent—and perhaps lose face. instead, it is preferable to waste billions of taxpayer kroner... again! the amanda it and ic4 train projects are other examples where no one had the courage to say ""enough is enough!""",12/30/2024,https://www.facebook.com/groups/6149554153/posts/10162305489614154/,Facebook,Social media,2024,-1696.796143,1568.96936,Bureaucracy and regulation,True,negative
1317,1/13/2025 13:41:10,"En havvindmøllepark er ikke effektiv, den er ikke rentabel uden massiv offentlig støtte. Der skabes en masse strøm som bliver solgt billigt til udlandet, så Danmark senere er nødt til at købe strøm fra udlandet til langt højere priser. Pyt, danske skatteborgere betaler. En havvindmøllepark i Danmark har ingen effekt på klimaet - som er verdensomspændende. Men det ser godt ud - på papiret.",Facebook user,"an offshore wind farm is not efficient, and it’s not profitable without massive public subsidies. a lot of electricity is produced, but it’s sold cheaply to other countries, so denmark later has to buy electricity from abroad at much higher prices. but who cares? danish taxpayers will pay. an offshore wind farm in denmark has no real impact on the climate, which is a global issue. but it looks good on paper.",6/27/2024,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2024,837.842896,993.294067,Are there more cost-effective ways to reach the emissions targets?,True,negative
1318,1/13/2025 13:43:23,"Hvor håber jeg dog bare den bliver en realitet!! 🙏
For lige at udpensle hvor massivt et initiativ dette vil være:
10 GW havvind svarer (ud fra kapacitetsfaktoren på cirka 25 % ved havvind) til knap 22.000 Gwh strøm om året. I Danmark producerede vi i 2016 næsten 13.000 Gwh fra havvind.
Vores el dækket af vind, vil altså ved dette initiativ stige med godt 170 %, eller over 2,5 gange.
DET er massivt, og vil for alvor rykke os op blandt frontløberne i den grønne omstilling.
- Der er dog stadigt langt vej op til en 100 % vedvarende energiforsyning. Men nu er skridtet i hvert fald taget, og jeg er glad! 😀",Facebook user,"i really hope this becomes a reality!!
just to highlight how massive this initiative will be:
10 gw of offshore wind corresponds (based on a capacity factor of about 25% for offshore wind) to nearly 22,000 gwh of electricity per year. in denmark, we produced almost 13,000 gwh from offshore wind in 2016.
our electricity covered by wind will increase by over 170%, or more than 2.5 times, with this initiative.
that’s massive, and it will seriously push us to the forefront of the green transition.
however, we still have a long way to go towards a 100% renewable energy supply. but at least the step has been taken, and i’m happy!",6/27/2024,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2024,1661.921875,1340.744263,None,True,positive
1319,1/13/2025 13:52:13,Så skal vi lige bruge nogle flere tilskudskroner på at sende overskudsstrøm til underpris til udlandet 🙄,Facebook user,so now we just need to spend a bit more in subsidies to send surplus electricity abroad at below-market prices 🙄.,7/2/2019,https://www.facebook.com/oestergaard/posts/her-er-beviset-p%25C3%25A5-at-vi-har-f%25C3%25A5et-sat-en-ny-retning-vi-dropper-udvisnings-%25C3%25B8en-lin/2850830624946334/,Facebook,Social media,2019,466.922089,1453.606323,How to finance the energy islands?,True,negative
1320,1/13/2025 13:52:47,"Energiøen er en unik mulighed for, at vi sammen kan skabe et bæredygtigt samfund med nye erhverv, nye jobs, nye uddannelser og nye muligheder for vækst på Bornholm.",Other,"the energy island is a unique opportunity for creating a sustainable society together, with new industries, new jobs, new educational opportunities, and new avenues for growth on bornholm.",3/21/2023,https://www.facebook.com/bornholmsregionskommune/posts/6411995438824997/,Facebook,Social media,2023,-3126.869873,-1018.678833,Who benefits socially and economically from energy islands? Is it fair?,True,Positive
1485,1/13/2025 14:00:57,"Lidt mærkelig disse anlæg dukker op ved kraftværker og raffinaderier....Vi må håbe der ikke skal bruges fossilt brændsel til fremstillingen ??? Sol og vind er ikke altid stabil, og anlægget skal vel ikke gå i stå ??",Facebook user,"the establishment of large power-to-x facilities near kassø, as decided by the city council of aabenraa municipality, raises concerns. it seems odd that these facilities are being placed near power plants and refineries. it is critical to ensure that fossil fuels will not be used in the production process. additionally, since solar and wind energy are not always stable, how will the facility avoid operational interruptions when renewable energy sources are insufficient?",12/1/2022,https://www.facebook.com/tvsyd/posts/power-to-x-anl%C3%A6gget-vil-med-hj%C3%A6lp-fra-et-solenergianl%C3%A6g-vand-og-co2-kunne-produc/5979133412145744/,Facebook,Social media,2022,-454.639709,375.572906,Power-to-X and energy storage,True,negative
1487,1/13/2025 11:30:34,"Entusiasmen flødede på BUM -23 🙌

Og det gjorde flødebollerne også 😊

Vi er stolte og glade for at have deltaget i Bornholms Uddannelsesmesse denne tirsdag den 21. november. For første gang gik vi sammen og var en del af et fælles stand sammen med Baltic Energy Island, Bornholms Regionskommune, Offshore Center Bornholm, DTU - Technical University of Denmark og Christer Knudsen fra Vestas.

Her fik vi muligheden for at samtale med elever fra de bornholmske 7. til 10. klassetrin om de spændende jobmuligheder, som den grønne omstilling og Energiø Bornholm tilbyder. Vi blev mødt med stor interesse fra de unge. Det var utroligt glædeligt at se deres engagement og nysgerrighed vedrørende Bornholms fremtid indenfor grøn energi – virkelig inspirerende også for os, der arbejder med disse ting til dagligt.

Standen bød ikke kun på oplysende samtaler, men også på en interaktiv oplevelse med et quiz baseret på filmen om energiøer – en film, som ellers er en del af udstillingen på Rønne gamle Elværk, i samarbejde med Energinet.

Og selvfølgelig var der masser af flødeboller til de deltagende 😜

Stort tak til #BornholmsUddannelsesmesse, alle vores samarbejdspartnere og de mange besøgende for en mindeværdig dag!",Other,"business center bornholm strongly supports the danish ""energy island"" projects and is dedicated to raising awareness about the exciting job opportunities that the green transition and the energy island bornholm initiative bring. at the bornholms uddannelsesmesse on november 21, business center bornholm engaged directly with students from 7th to 10th grade in bornholm to discuss the region's future in renewable energy. business center bornholm emphasized the inspiring potential of green energy projects for bornholm's development and showcased this through interactive experiences, including a quiz based on the energy island film, produced in collaboration with energinet. business center bornholm is committed to working alongside partners such as baltic energy island, bornholms regionskommune",11/23/2023,https://www.facebook.com/photo.php?fbid=835929135206984&id=100063697147540&set=a.124997719633466&locale=pt_PT,Facebook,Social media,2023,-2877.042236,-667.683716,Who benefits socially and economically from energy islands? Is it fair?,True,positive
1488,1/13/2025 11:30:50,"LIFE Academy is awarded two feasibility studies to be carried out in 2025! 🚀

The county of Värmland in Sweden, where LIFE Academy is located, is expected to face a sharp increase in electricity consumption in the coming years. This will require new solar electricity production and more sustainable energy solutions that will not overload the national grid (including energy storage and microgrids). 

🌱 One of the feasibility studies will focus on identifying and analysing successful examples of microgrids and island systems in developing countries and countries where LIFE Academy has cooperating partners. The idea is to exchange knowledge and learn from experiences in other countries to understand which solutions would be suitable for Värmland.

🌱 The other feasibility study will map local needs and develop advanced training programmes in solar energy, island systems and energy storage solutions in order to meet the increased demand for skilled labour in Värmland following the coming systemic changes. The study will lead to proposals for education that will solve the problem of skills shortage in solar energy by developing training programmes that meets both the demands of the labour market and the challenges from climate change.

We look forward to reaching out to cooperating partners and alumni in our network to share knowledge and learn from each other! 🤝",Other,"life academy is awarded two feasibility studies to be carried out in 2025! 🚀

the county of värmland in sweden, where life academy is located, is expected to face a sharp increase in electricity consumption in the coming years. this will require new solar electricity production and more sustainable energy solutions that will not overload the national grid (including energy storage and microgrids). 

🌱 one of the feasibility studies will focus on identifying and analysing successful examples of microgrids and island systems in developing countries and countries where life academy has cooperating partners. the idea is to exchange knowledge and learn from experiences in other countries to understand which solutions would be suitable for värmland.

🌱 the other feasibility study will map local needs and develop advanced training programmes in solar energy, island systems and energy storage solutions in order to meet the increased demand for skilled labour in värmland following the coming systemic changes. the study will lead to proposals for education that will solve the problem of skills shortage in solar energy by developing training programmes that meets both the demands of the labour market and the challenges from climate change.

we look forward to reaching out to cooperating partners and alumni in our network to share knowledge and learn from each other! 🤝",12/18/2024,https://www.facebook.com/LIFEAcademy/photos/life-academy-is-awarded-two-feasibility-studies-to-be-carried-out-in-2025-the-co/1099457771879745/,Facebook,Social media,2024,-1759.661255,-268.555542,None,True,Neither
